Quarter,From_category,To_category,Symbol,Value,DOT_USD
2022Q3,Ecosystem,Support,ETH,-9.0,-16894.440000000002
2022Q3,Ecosystem,Hackathons,ETH,-10.0,-16647.6
2022Q3,Ecosystem,Translators,ENS,-1000.0,-15768.84
2022Q3,Ecosystem,IRL,ENS,-1000.0,-15768.84
2022Q3,Ecosystem,Translators,USDC,-15000.0,-15003.58
2022Q3,Ecosystem,Websites,ETH,-5.0,-8323.8
2022Q3,Ecosystem,Merch,ENS,-500.0,-7510.17
2022Q3,Ecosystem,Websites,ENS,-500.0,-6814.87
2022Q3,Ecosystem,Eco. Grants,ENS,-450.0,-6561.0
2022Q3,Ecosystem,Translators,ETH,-2.0,-3668.08
2022Q3 Unspent,Ecosystem,Ecosystem,ETH,87.05000000000001,116342.32500000001
2022Q3 Unspent,Ecosystem,Ecosystem,ENS,33686.0,529543.92
2022Q3 Unspent,Ecosystem,Ecosystem,USDC,461392.65119999996,461392.65119999996
2022Q4,Hackathons,Ecosystem,USDC,2000.0,2000.0
2022Q4,Ecosystem,Eco. Small Grants,ETH,-29.0285,-39435.562295
2022Q4,Ecosystem,Eco. Grants,USDC,-36965.867249999996,-36965.867249999996
2022Q4,Ecosystem,Hackathons,USDC,-25000.0,-25000.0
2022Q4,Ecosystem,$ENS Distibution,ENS,-500.0,-5207.88
2022Q4,Ecosystem,Discretionary,ETH,-1.5,-1751.52
2022Q4 Unspent,Ecosystem,Ecosystem,ETH,56.52150000000001,67531.88820000002
2022Q4 Unspent,Ecosystem,Ecosystem,ENS,33186.0,354426.48
2022Q4 Unspent,Ecosystem,Ecosystem,USDC,401426.78394999995,401426.78394999995
2023Q1,DAO Wallet,Ecosystem,USDC,935000.0,935000.0
2023Q1,DAO Wallet,Ecosystem,ETH,254.0,392628.12
2023Q1,Community SG,Ecosystem,USDC,48373.111819,48373.111819
2023Q1,Docs SG,Ecosystem,USDC,26000.0,26000.0
2023Q1,Community SG,Ecosystem,ETH,15.001877,24627.231301969998
2023Q1,Hackathons SG,Ecosystem,ENS,1500.0,23114.37
2023Q1,Translators SG,Ecosystem,ENS,1000.0,15939.89
2023Q1,Websites SG,Ecosystem,ETH,5.0,8208.05
2023Q1,Websites SG,Ecosystem,ENS,500.0,8150.2
2023Q1,Translators SG,Ecosystem,USDC,5039.561664,5039.561664
2023Q1,Translators SG,Ecosystem,ETH,2.0,3170.94
2023Q1,Websites SG,Ecosystem,USDC,2000.0,2000.0
2023Q1,Ecosystem,Builders,USDC,-245994.612,-245994.612
2023Q1,Ecosystem,Hackathons,USDC,-229250.0,-229250.0
2023Q1,Ecosystem,Gitcoin Grants,USDC,-152000.0,-152000.0
2023Q1,Ecosystem,Support,USDC,-118349.357,-118349.357
2023Q1,Ecosystem,Eco. Grants,USDC,-85000.0,-85000.0
2023Q1,Ecosystem,IRL,USDC,-54999.0602,-54999.0602
2023Q1,Ecosystem,Gitcoin Grants,ETH,-30.0,-50759.4
2023Q1,Ecosystem,Builders,ETH,-27.0,-45683.46
2023Q1,Ecosystem,Merch,USDC,-40971.3781,-40971.3781
2023Q1,Ecosystem,Support,ETH,-11.42508,-19331.0068584
2023Q1,Ecosystem,Hackathons,ETH,-10.0,-16919.8
2023Q1,Ecosystem,IRL,ETH,-10.0,-16919.8
2023Q1,Ecosystem,Eco. Grants,ETH,-10.0,-16770.0
2023Q1,Ecosystem,Merch,ETH,-5.0,-8459.9
2023Q1,Ecosystem,Fellowship,USDC,-5000.0,-5000.0
2023Q1,Ecosystem,ENS Fairy,ETH,-1.0,-1633.45
2023Q1 Unspent,Ecosystem,Ecosystem,ETH,228.09829699999997,410326.02647329995
2023Q1 Unspent,Ecosystem,Ecosystem,USDC,486275.05013299995,486275.05013299995
2023Q1 Unspent,Ecosystem,Ecosystem,ENS,36186.0,481635.66000000003
2023Q2,Ecosystem,Eco. Grants,USDC,-135500.0,-135500.0
2023Q2,Ecosystem,Fellowship,USDC,-54979.5264,-54979.5264
2023Q2,Ecosystem,Eco. Small Grants,ETH,-15.616,-29086.234
2023Q2,Ecosystem,$ENS Distribution,ENS,-3000.0,-27738.47
2023Q2,Ecosystem,ENS Fairy,ETH,-4.0,-8406.44
2023Q2,Ecosystem,Hackathons,USDC,-3024.0,-3024.0
2023Q2 Unspent,Ecosystem,Ecosystem,USDC,292771.5237329999,292771.5237329999
2023Q2 Unspent,Ecosystem,Ecosystem,ETH,208.48229699999996,387089.08083989995
2023Q2 Unspent,Ecosystem,Ecosystem,ENS,33186.0,285731.45999999996
2023Q3,Ecosystem,Eco. Grants,USDC,-60000.0,-60000.0
2023Q3,Ecosystem,Eco. Grants,ETH,-25.0,-41512.25
2023Q3,Ecosystem,Prop House,ETH,-15.381870312375021,-24965.6984292034
2023Q3,Ecosystem,ENS Fairy,ETH,-11.0,-18240.63
2023Q3,Ecosystem,Newsletter,USDC,-18000.0,-18000.0
2023Q3 Unspent,Ecosystem,Ecosystem,USDC,214771.52373299992,214771.52373299992
2023Q3 Unspent,Ecosystem,Ecosystem,ENS,33186.0,251549.88
2023Q3 Unspent,Ecosystem,Ecosystem,ETH,157.10042668762495,262200.61214164604
2023Q4,DAO Wallet,Ecosystem,USDC,409000.0,409000.0
2023Q4,Gitcoin Grants SG,Ecosystem,USDC,140480.0,140480.0
2023Q4,Gitcoin Grants SG,Ecosystem,ETH,3.757,8811.818080000001
2023Q4,Ecosystem,$ENS Distribution,ENS,-11000.0,-94160.0
2023Q4,Ecosystem,Eco. Grants,USDC,-70000.0,-70000.0
2023Q4,Ecosystem,Eco. Small Grants,ETH,-32.4,-69510.723
2023Q4,Ecosystem,Fellowship,USDC,-59999.0,-59999.0
2023Q4,Ecosystem,ENS Fairy,ETH,-12.0,-28564.08
2023Q4 Unspent,Ecosystem,Ecosystem,USDC,634252.5237329999,634252.5237329999
2023Q4 Unspent,Ecosystem,Ecosystem,ETH,116.45742668762495,267351.31444678054
2023Q4 Unspent,Ecosystem,Ecosystem,ENS,22186.0,218310.24
2024Q1,Builders SG,Ecosystem,USDC,157000.032849,157000.032849
2024Q1,Builders SG,Ecosystem,ETH,38.0,84896.94
2024Q1,Support SG,Ecosystem,USDC,66421.674104,66421.674104
2024Q1,Support SG,Ecosystem,ETH,19.00000782,43119.9477472554
2024Q1,Builders SG,Ecosystem,ENS,2000.0,33240.0
2024Q1,Support SG,Ecosystem,ENS,1250.0,15925.0
2024Q1,Ecosystem,Hackathons,USDC,-200000.0,-200000.0
2024Q1,Ecosystem,Eco. Grants,USDC,-120000.0,-120000.0
2024Q1,Ecosystem,IRL,USDC,-50000.0,-50000.0
2024Q1,Ecosystem,Newsletter,USDC,-9000.0,-9000.0
2024Q1,Ecosystem,Support,USDC,-2560.0,-2560.0
2024Q1,Ecosystem,Discord Support,USDC,-1500.0,-1500.0
2024Q1 Unspent,Ecosystem,Ecosystem,USDC,474614.23068599997,474614.23068599997
2024Q1 Unspent,Ecosystem,Ecosystem,ETH,173.45743450762495,610344.6748019799
2024Q1 Unspent,Ecosystem,Ecosystem,ENS,25436.0,551706.8400000001
2024Q2,Merch SG,Ecosystem,USDC,25782.574568,25782.574568
2024Q2,Merch SG,Ecosystem,ETH,4.914179,17489.415635629997
2024Q2,Merch SG,Ecosystem,ENS,500.0,13095.0
2024Q2,CoW,Ecosystem,USDC,89.515643,89.515643
2024Q2,New Registrar,Ecosystem,ETH,0.003468073403941,12.852680035005346
2024Q2,Ecosystem,Bug Bounty,USDC,-250000.0,-250000.0
2024Q2,Ecosystem,Hackathons,USDC,-50004.0,-50004.0
2024Q2,Ecosystem,Eco. Grants,USDC,-35000.0,-35000.0
2024Q2,Ecosystem,Support,USDC,-6580.0,-6580.0
2024Q2,Ecosystem,Gitcoin Grants,USDC,-5000.0,-5000.0
2024Q2,Ecosystem,Bountycaster,ETH,-0.5,-1626.615
2024Q2,Ecosystem,New Registrar,ETH,-0.1768717436009952,-655.4866817852882
2024Q2 Unspent,Ecosystem,Ecosystem,USDC,153902.32089699997,153902.32089699997
2024Q2 Unspent,Ecosystem,Ecosystem,ETH,177.6982098374279,610005.9686941192
2024Q2 Unspent,Ecosystem,Ecosystem,ENS,25936.0,349098.56
2024Q3,Ecosystem,Hackathons,USDC,-20000.0,-20000.0
2024Q3,Ecosystem,Support,USDC,-4520.0,-4520.0
2024Q3 Unspent,Ecosystem,Ecosystem,ENS,25936.0,349098.56
2024Q3 Unspent,Ecosystem,Ecosystem,ETH,177.6982098374279,601981.117537861
2024Q3 Unspent,Ecosystem,Ecosystem,USDC,129382.32089699997,129382.32089699997
